user_id,stars,author_id,review,sentiment,sentiment_id
_BcWyKQL16ndpBdggh2kNA,3,0,"Got a call from a friend of ours and he recommended that we go with this plumber because it was the best plumber we've ever heard of.Got an estimate of $150 for a plumber that we thought was a good deal, but went with",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,I like the food here. I like the people here.I like this place too. I've been here since I was a little kid. The place has changed a lot since then. I remember when I first came here. It was back when I was younger. I still remember it. I don't remember much about it now. I think it's better now. The food,positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"Went for a couple of drinks and a few drinks. The first time I ever went to this place, I was a little disappointed in the prices. $3.50 for a drink and $1.25 for a cocktail. $2.75 for a beer. $1 for a soda. $4.25. $5.50. $7.25 is the price of a drink. $8.50 is the cost of a meal. $9.50 drinks. $6.25 drinks.   ... .I love this place. It's a great place for a date or a date.  I love it.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,I am going to be using it for a while. They are coming out of the garage and I will be going out of it. I am not sure what,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,We come to this store every time we need to go to the store.We come here to get what we need.We go to this place every time I go to town.We have no idea where we are going to get our stuff.We're not sure where we're going to go.We,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,I have been a long time fan of this place. I have been there for over 30 years. I love the food. I am a great fan of all things. I also love the cookies. I,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,Our 7 year old son is a great kid. We have a great family. We had a great weekend. We got to see some of our friends. We were able to go to a few different places. We found a great place to shop. We went to a local store. We bought a few things. We also went to another local place. We visited there.We were a little disappointed. We didn't think we'd be able to shop there. We need to go back. We're a little excited. We'll be back.Our family is,positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,This is the second time I have been to this place. The first time I was there I was told that the place was closed. The second time was not. I was able to find a place that was not closed. This is the third time I've been to the place. I am happy to say that this is the place that I am going to be going to. I love the place and the kid who runs it. The kid is a good kid.I am happy that I have found a place where I can go to. My daughter loves it here.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,I love this place. The parking lot is always full of people. The store is always crowded. The food is always good.I love the smell of the produce.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,This is the first time I've been to this store. It's been a long time since I've seen it. I'm glad to have found it in my own town. _________________________________________________It's a good place to shop....................................................................................................................................................................................................................................................................................................................................................................................................It's the only one I've ever seen in my life..........................................................................................................................I've been here for a while now.  I've had a lot of luck in this store over the years.  It's a great place. .........................................,positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"So glad that this is still going to be here, because we have been here for a few years now, and we are still in awe of the fact that this place is the only place in the world where we can find a place that has the best of the best.So glad to see that it's still going strong, and it's a little better than it is, because it's the first time I've ever seen this place, and I have never been here before, so I don't even know what to do with it.So, this is a place where you can get the best price on anything you can find. And we get it for less than $1.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,Sargot's is a great place for me to get my hair and nails done. The service is excellent and my hair is always in good shape. I have been picking up and dropping off my hair for a while and this is a good service for me. I love the service of Sargot and the fact that the service is free of charge. My favorite service is to have my hair,positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"A few years ago, I used to work at a McDonald's.A McDonald's is so out of place here. It is so far away from the rest of the world. It has been a while since I've been there.A few months ago, it was a bit of a shock to see a McDonalds in the middle of town.",negative,0
_BcWyKQL16ndpBdggh2kNA,5,0,We had such a great time.  I would definitely do this again.We had so much fun.  Our guests were great.  We had a blast.   I love this place. We had such,positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"It's a bit of a shame that the restaurant is so far away from the main town, but I am not complaining about the fact that it is a very nice restaurant. The food is very good and the staff is very friendly. The main part of the menu is very tasty. The menu is also very good.I am not a huge fan of the food, but it is very well worth a try. The restaurant is very clean and the food is excellent. I am very happy with the food.I love the food and the service. The kitchen is very nice and the bathrooms are very clean.The restaurant was very nice. The staff was very friendly and friendly.",positive,1
_BcWyKQL16ndpBdggh2kNA,1,0,I am not sure what to do about this. I will not be able to afford to pay for a second opinion. I am not happy with the way I was treated by the staff. I was not happy at all. I would like to get my money refunded. I have no idea what I am going to do. I'm not sure I will ever be happy with this place. I don't know what I will do.I am very upset at this place,negative,0
