user_id,stars,author_id,text,sentiment,sentiment_id
_BcWyKQL16ndpBdggh2kNA,3,0,"Not the best builder to get jobs done on time... Some wrinkling at the front of the house and a very cheap car, which didn Very professional and personable. Good job!.> I'll definitely do business with them again in the future. Would definitely hire them if I'm in need of the work done or not.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"Best Mexican food served in the greater Philadelphia area. It's always fresh, and there's always plenty of stuff to choose from, as well. Also had the smoked fish and the pork. Very nice staff!Had dinner here twice the week since my second visit.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"Service was perfect, very fast, & the drinks are great. It had a flavor I had never had before and was super icy. Subbed for an $8 cup of craft beers. Awful, overpriced cocktails for me. The main courses: chicken with shiitake mushrooms, Brussels sprouts, and baked potatoes. Very private space.Had a great time, but was a very good evening. There is also a small patio for outside dining. Also great for breakfast/brunch. And for the price, it gets better the more you go up there. The view is incredible up here in the woods. ""Given the location and view...you expect a view of the gorge,"" but the decor is beautiful. The only kind I can get are incoming calls.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I'm excited you want to join us! I am impressed, I have already bought 3 items, and have tried several of them. They arrived today morning and are great so far - and it's not too late to order those for a ten year old grandson.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,The new item was shipped very fast and was pristine! We will be back!,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"A few times a week at this cafe, they have big bowls of fruit juices and really good sandwiches too. Great food and good service. Also a great place to buy cakes. I just got my driver's license on Tuesday afternoon. If you want to make a special order check our website for more info or call us for a quote - there is no obligation - and there",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I am SO happy with this store! I didn't realize there was a fabric department in there until we went on a Tuesday night. This was our second visit. Also our 3rd time to visit this location. is a huge help! We sat by the water fountain and had a good time - they were always selling great finds at the sales booths. The store itself is a huge, big, huge space and TONS of fabric. They will give me a free gift bag to put all our supplies.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"We've been going to this location for more than 30 years. For example, the other location closest to me is a little further west in the downtown area; but there should be separate locations for the City of North America My girl loves this office. Unlike other nail salons, City Nails is always in stock so they can do whatever you need from start to finish. The atmosphere is fun. I think that they do a a good job, but the prices are a bit steep. My daughter vowed to never go there ever again because her nails were so broken up. Have she gone twice?",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,Most parking available nearby but there are lots close by as well. It is very clean. I know this has been going on for about ten years.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I went into this department store recently - on 15th St, after driving to I-88 and shopping in Old Town. I found a few beautiful items at the store, but the salesperson really specialized in just one small item: scents. I went there for two days on a whim on New Year's Day, but it was very busy at that time. They also have some deals on bath soap...not just on bath items either. I've never been too busy - and when the store was empty there was only one cashier - so I don't feel like a I never felt like I was there unless she was asking for help or looking it up on the Internet. Also, the prices of products are low and I have a lot of loyalty. Its convenient for me to park in this en-suite.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"Since there are deals at these two restaurants, I figured, I'd pass on it. I used to think that it was my parents but they are in a different city, so I just keep reminiscing, since our family We often eat there just as we are headed into our classes at the bus depot because we know it's going to be expensive. But, they always cook it to perfection. Great restaurant and an outstanding experience. Also LOVE the wings. The best shrimp batter. And snobby sauce! And the hot fries!!!",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,It has been great working with them at CP and its great to see the improvements that the system is making. It is also very affordable. Best in town..,positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"With its historic buildings, great food options & cheap drinks, Big Joe's has become a staple of San Francisco. For the most part a McDonald's in Seattle is a McDonald's, but on Wednesdays the McDonald's is an outdoor food store. Those are the kind of things I never would have picked up at McDonalds. In my recollection the store closed during the cold of 2008-09 and just last month it was closed again for the holiday season. I think when it became available to locals it became a tourist trap after the bus came out of the station back in the day.",negative,0
_BcWyKQL16ndpBdggh2kNA,5,0,"Amazing experience..I had heard about this place previously and was blown away! It was so nice to have fun with a group of people. Just sayin, there was no arguing about beer, ice tea, bartender ""Judy"", etc.""",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"This is a great family friendly restaurant. There are several dishes which look amazing with a great variety for any price point (it's just under $10+ - which is why I was  However this is a beautiful hotel and if you're able to find time when you are looking for a quiet place outside of the casino  The waitress was extremely nice and very nice. It is also a hotel - so in the end - the restaurant was good enough to be a nice stop. So, if you want to eat ""chix"" food, stop in.",positive,1
_BcWyKQL16ndpBdggh2kNA,1,0,Worse experience than you will find in the area. After the service manager told me about the delay I was very excited. So very disappointed.I did send the car in for an oil change and the lady in the drive through told me that I did not want that I needed  Please don't do it.,negative,0
_BcWyKQL16ndpBdggh2kNA,5,0,"Thank you (in person, via social media, of course!) I am a lucky girl, and have won a pair of EYESITE frames- in a beautiful black color. They are so comfortable... I have to eat them up. They do have small plastic parts that are designed to fit my specs. The frames really look nice and look like they are made by top of the line frames. There are 6 - I like to think I have 4 pairs and they are super fun to wear. It also is one of my favorite stores to go for fashion.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"CHEF - Service is excellent - good food, good drinks (even hot) and solid choices, mainly good pizza, and good sides  There were some burgers that weren't as juicy as other fast food places. It was really good! The cheeseburger was so thick and  flavorful that not eating the whole thing was a burden for me. Great prices..great place! But not every sandwich I've ordered has been very good.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Although I've experienced a lot of great Mexican restaurants around - this joint is by far the best. A few things go wrong: pig bar - one pig is very cute. The wait is about a half hour - but it's not bad. The pig bar is definitely good so you can get more of any of the pigs than the usual ""pig bar"". The place is open 10am to 7pm to get food and be served. They even have a skewer station! On the day of my visit, my daughter needed a burger and said she likes to try new places - so we took advantage of those hours I really wanted to do both but didn't have enough time/ Money. It came to a very reasonable $18. And it's not all burgers. Also - the only reason I would keep going back is to pick up that burger at the door.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"This is the first time that I have weighed my ""to go"" diet. It looks like all three items are about the same - I still need to cut out the jack cheese, just because I am on low carb. The store is just off the street by the Qdobas with the new location just a few blocks away. It's got a much easier roll up and is much faster to prepare than the previous ones I'd been eating. It sounds like a great way to get a high calorie filling for your lunch break - and it is. And since I am only there around 4pm - I don't feel like going out to eat so often, it is only a matter of :) The only thing missing is the amazing, excellently staffed, awesome. burger that was so good I ordered that whole bowl!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"....the car ran out of brake pads for a second time...and the other staff refused to help us with the repairs. The staff also seemed like they were aware of my husband's condition and explained it well. The doctor came around pretty quick and did a good job of his procedure. We don't mind waiting for an appointment next week, but the wait is very long.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"All you need is to have it drained. It's an all-day event with great food, wine and live entertainment, and the most amazing bar in Philadelphia. The Gueac-off party and event was held here in a comfortable, cozy club setting. Great for private parties, a great place to host your meetings and meetings!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,:::It's a case of a little bit of everything. It was just a decision - I just don't know where to go.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I'm glad they called it a ""crafty"" area before they called it ""art"" (even though it also contains a woodturning The little delis at Izakaya/Cadillac, the little coffee shop/shop that sells organic foods by the pond At the same time though, it's a bit out of my normal neighborhood. It's a re-writing of ""Little"" but don't let that get the better of you). The original ""C"" in Old was H.C.)",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,Is there a cure for x-sploc? Check out his interview and get the original!,positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"We've been there several times and it's always a nice time. But on the weekends, parking is a pain. But for kids, it’s a perfect family outing.",positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"This place is a bit newer! I'm guessing I'm going to try to eat there sometime later this year to see if it's better or worse or the same It has all the usual tourist attractions of the city. ... ... .. and, well - it doesn't even come close to the authentic Japanese ice cream! The service, the food - in general, the food. I mean... The food doesn't look very good at all. I'm not a huge fan of the ""wow"" factor... You can save a lot - compared to what it's been like here!",negative,0
_BcWyKQL16ndpBdggh2kNA,4,0,"I work at B&L and this space is perfect for my company to rent space and to run meetings in! If anyone had the funds (or could give) they would have done a fantastic job building this beautiful area, its just great to bring this type of event I was happy to have my wedding held here but could not recommend this venue because it has a large parking lot.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Great place for small bites and great drinks. There were some wonderful food options - I wanted pizza - but they had a hunk of cheese one day, not a large pizza ( Just one more reason to go! Good value for money. Great coffee, just a bit overpriced for me. Great coffee, delicious food and really good prices. Also available to grab breakfast (hot, fresh eggs and toast) and lunch (coffee & cake).",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"Chuck E. Cheese has just not been my idea of a good time in the city centre. We went there to celebrate a special birthday for my sister and her daughter. We were on in line that went through the buffet and then out to the movie theatre. Many other places near this location would be a better choice than this. The birthday boy who won the pigeon race was an extremely nice young man and was the perfect host for our party, but all in all this place",positive,1
_BcWyKQL16ndpBdggh2kNA,1,0,"I know many of you didn't know that I had a Toyota truck... (I still think that was the year I started renting U-hauls.) The first two times I was rent (in my mom's car and in her own at her home, which was in San Francisco) we rented  During my rant I tried to tell all of you how bad this vehicle is. I feel incredibly sorry, both for me and my parents, for what they suffered. My friend told me that we were driving along ""the right way"" with a flat tire and he claimed that it was because the tire was sticky.",negative,0
_BcWyKQL16ndpBdggh2kNA,5,0,"If you can eat at the Sashimi Club. What an amazing restaurant! Loved the freshest shrimp I've ever had! Another one, I have not had in years. Love that the brie is thin and a great sauce as well. Will definitely return.I ordered the chicken wrapper (a great addition!)",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Located in this beautiful facility (Sharp Creek Community Health), I have recently gone to Dr. M. W. Attia's office The staff was great but I think it is because of the delays that we were admitted unable to see my daughter. We were transferred to Dupont Health Center and despite the fact that it was late, the staff was very pleasant. Had a very good Dr. and staff. When he was ready to leave he was able to get out of the car, he was in and out in under 20 minutes! We highly recommend BCC MD to every patient. Very friendly staff!!!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0," Southwestern style sandwiches, fresh produce, and soups. Looks like they'll be adding to it some more soon but I think they'll have a good start.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,AWESOME! The quality of the eyewear is top notch and the store is super clean. Everyone was very friendly and helpful. The best part is they provide full service from design to product to aftercare.,positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"Brodo is located by the DMV at 200 S. Washington Street and you would think they'd get the same great looking sandwiches/soup But no. I don't think Brodo has any pretty cup of soup. Soup isn't always good (or even good!! Yes, I know. Go back?)... just check out their ""Mega Menu"" for all of the items. Nom Nom's servers were incredibly friendly - but I don't think that they have a good selection of good sandwiches because they can I ordered a combo of burritos with ketchup and an ice cold beer. (Don't tell me it's not on the menu) but when I took my order a few minutes ago, the cheese on the sandwich ( Not worth it.I'm going home to find them in the same building where the rest of my sandwiches are from and then make up my mind where to My sandwich was okay. They added some horseradish to it - and it was nice but not very good. I left it on, so I can only assume that they didn't test this out on real stuff. The soup is just average. At least it's in the middle of the food court. It was just too salty. (A lot of people had excellent breakfasts there years ago and I am sure this is the same place.) I expected $5.5 a piece! I'll have to stay home because the bathroom is really tiny. After all, I can't complain about anything in a cafe. Maybe if they offered a discount (which they don't) I would come back.",negative,0
