user_id,stars,author_id,review,sentiment,sentiment_id
_BcWyKQL16ndpBdggh2kNA,3,0,Got an estimate but went with another plumber as this was the highest quote of the 3 plumbers we interviewed for the job. Very prompt communication though.  Will re-consider for future jobs.  Seems reliable (and often you get what you pay for!),positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"I like the Neuvo-Latino-Americano grub here.  The place has moved locations and is now a bit larger.  Chips & Salsa are always fresh 7 tasty, too.  I wish I could give a more substanital review but I ate here so long ago - and at the old location - so I'd better just keep my mouth shut.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"Went for a casual happy hour and thoroughly enjoyed my $8 (normally $12) cocktail. $3.25 for a club soda.  Ouch.  Also loved the seared tuna appetizer with - get this - portabello ""fries"" - so tasty.  Excellent food, service and one-of-a-kind atmosphere.  Perfect for a date or romantic dinner for two. Great for a proposal or special occaision. Expense-account-worthy.  Boy can they throw down!  N.B. - I can't get any cell phone service up here.  Oh well - with that view, who cares.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Wow - an overwhelming selection of products. They are coming out for an estimate and I will update after that time.  So far, I am liking it!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"We come to this Joann's when we can't get what we need at Michael's or AC Moore - and, as you'd expect, this store is more fabric-focused so we were able to get the adhesive and embellishments my 13 year old needed for a project.  No issues.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Better cookies!!!  Try the Chinese ""Jewish Deli"" cookies. Very good cakes - but priced a bit high.  Need 48 hours notice for large cakes.  A good place to know about for sure!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Our 7 year old is a crafting wiz - albeit I am inept at such things.  We visited Jo-Ann on a surprisingly busy Sunday evening.  4 people working in the IMMENSE store (understaffed) but still, friendly and efficient service.  Amber (??) who was running the show, cutting fabric, re-stocking bolts and cashiering was great.  They honored all 3 of our 50% off (single item) coupons. We got alot of needed fabric, notions, needles and supplies.  LOVE IT.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,This is the City Nails in Penn Center - the yelp map is incorrect.  Meanwhile some of the City Nails are good and others are disgusting.  This one is in-between.  The Guy who runs the place is very nice.  They still use sub-par base & top coats and will try to pass them off as Essie or OPI.    Come during a non-peak time and get better service.  My daughter loves it here - but she's 6.  Meanwhile they have always been very kind and generous to her.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,I love TJ's and this location is no exception. The parking lot is always packed if you come Monday - Friday over lunch though.  Excellent products especially frozen foods.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"This is the location in the Pennsport Shopping Plaza - right next to SuperFresh.  I actually have had great luck in here - and especially during the semi-annual sale events.  Candles for $5.00, old packaging designs for body wah & lotion for $2 or $3.  The sales associates greeted me and were friendly and helpful.  Sometimes the store is very crowded and other times absolutely dead.  I like to shop when it's not crowded - so I like that.  Glad to have one that's not in a mall. (Especially since the one on 17 & Walnut closed).",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"So glad that Angela and the gang are still going strong after 2 years, delivering wings, ribs, corn dogs and FABULOUS fried shrimp to Drexel/Hahnemann students and others.  Wednesday is 1/2 price boneless wings and Monday is the Shrimp deal.  Love to take my 6 year old here - as I, probably should not even contemplate eating this.  It's an OCCAISIONAL treat only.  And we get celery in lieu of fries - and I get a salad - so I feel a little less guilty.  Bring on the fried shrimp! And corn dogs. (Big and slightly sweet batter.)  Umm!",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,Saget's has been picking up and dropping off my dry-cleaning and this service is pricey - but so worth it as a timesaver for me.  John (the Manager) is terrific and custoimer service has been gresat - they bill me monthly and charge it right to my card.  Best of all the cleaning is expertly done and my clothes look great.,positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,A McDonald's seems so out of place here amogst the shi-shi shops on Walnut Street.  That and it is a haven for local down & outs seeking a $1 McChicken and a coke or coffee.  I rarely ever set foot in here. (But admittedly I have once or twice.)  Yick!,negative,0
_BcWyKQL16ndpBdggh2kNA,5,0,"We had such a great time.  Our host was a great guy and we (12 of us) escaped from the ""Speakeasy"" with seconds to spare.  I would recommend trying this for sure.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"It's hotel food - and usually I might give a place like this 2 stars - but I am giving 3 due to VERY nice service and we lingered a very, very long time.  The main dining room was nearly empty (but the bar was hoping for happy hour) on the week night we went.  A good friend of mine who is vegetarian got the pasta with goat cheese which looked very good.  The female server was superb!  Very attentive and brought us apples and nuts (with a nut cracker) to snack on.  While there are far better choices nearby - this was a warm safe place to kill a few hours on a bitterly cold afternoon.",positive,1
_BcWyKQL16ndpBdggh2kNA,1,0,"So upset I do not know where to begin. I will call the store later today and try to get my issues resolved, but basically they wanted to do $1300 - $1400 worth of (according to my dealer) un-needed repairs and they did a shoddy job on my oil change.  I would up paying for a 2nd oil change and a completely different roster of repairs at the dealership.  I am very hesitant to ever come back here.",negative,0
_BcWyKQL16ndpBdggh2kNA,5,0,"Once again, Eyesite and Gene have gotten me a WINNER!!!  I am in love, love, LOVE with my new glasses. They are from Belgium and very unique looking. They make me feel like a butterfly when I wear them. They are so light and comfortable - and GORGEOUS.  I absolutely love to shop for eyewear - and I go to lots of higher-end shops, but EYESITE is where I purchase my frames and lenses.  Simply the best.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Most choices were really great (avoid the chickenparm - awful.) like my crab-stuffed ravioli, over broccoli rabe.  St. Louis Ribs were fall-off-the bone tender.  There is a slight ""SYSCO"" pre-fab element to the food - but for the most part we love a nice weekend lunch here.  Burgers (patty melts, southwest style) are a solid choice.  Upgrading to Sweet potato fries is a good idea!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I jokingly call this place Oh So Mediocre - but really it is pretty good.  The Korean lady who runs the place is very, very nice and always asks about my daughter.  The hot & cold food bar is fairly clean with a wide variety of choices, some of which are actually healthy.  (Be careful - many of the hot foods are loaded with oil/fat).  If you really want something good here, though - skip the ""pig bar"" and head to the back for a fresh grilled turkey burger.  You'll have to be prepared to wait several long minutes - but it is worth it.  Cheap and tasty - not at all dry.  I got my T-burger with Ketchup, tomato and lettuce.  3.75.  What a deal. Oh So Good.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Now that I am working in this area, I must confess that I am frequenting Qdoba far too often - however the Craft 2 menu allows me to eat one, save one - and thus not consume the requisite 750 cal minimum.  (Beans plus rice plus any meat choice = about 660 alone).  Also the ""new"" whole wheat tortilla is 270 cals (not 330). Additionally, they introduced a slightly spicy brown rice (a few calories less per serving than the white) in February 2013.  I don;t like it though, so I still get the bad-for-you-white rice.  Still, a cheap, calorie-bomb on the go. Oh - and I have to give a shout-out to Antoine - the cute (nearly looks like L'il Wayne!) cashier who is super cool and friendly.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,My husband had a minor surgical procedure at Rothman's Surgi-Center on the 4th Floor and he was well cared for - but there was a long wait (we arrived at 8 AM and he was prepped right away but not seen by the doctor until close to 11:30 AM.  Eek.)  We got outta there just after 1 PM.  Follow-up care and administrative staff seemed good also.,positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"What a remarkable gem in South Philly - and a perfect event space for the MANNA PA fist annual Guac-off.  Friendly staff at reception, clean restrooms, small kitchenette.  Good stuff!  You can even have a wedding here.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,So far so good - I was a Commerce Bank client and now bank at TD Bank by default.  Jury's still out as I discovered an erroneous charge and need to have it investigated.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"There are some great little gems tucked away in this part of town. The Clay Studio, The Wood Turning Studio - there's a bunch of artsy studios, a few BYOs scattered about and yes, tha Park-o-minium and other parking facilities.  Easy walk to Old(e) City - let's not start THAT debate again,  (Whether or not Old City has an ""e"" on the end of Old.  What ehvs.  Anyhow, I like this area just fine.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,Thought this was outta biz?  Is it back?,positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"This is a great place to go if you live in the city and have kids. The wait-list is waaaaaay too long though, so we usually go as guests of friends of ours who belong.  You also can't bring food in - so know that, too.",positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"I'm sorry - but ANJOU is WEAK!!!  From the outside it looks appealing.  The menu sounds like it's gonna be good - if a bit pricey.  MEH.  MEH. MEH.  Sorry.  Nothing special here.  Go to Pizzicato, Mizu, Uzu or some other nearby place.  There are oodles of them to choose from.",negative,0
_BcWyKQL16ndpBdggh2kNA,4,0,3-4 stars rating for EVENTS & Ballrooms (we did not stay at the hotel).  The space is lovely and events are well planned and well run here.  And the location is sooooo convenient.,positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Great cappuccino and other espresso based drinks.  Plus good salads, hummus and snack-y foods.  Free wifi and comfy, homey seating.  Cute barristas (male & female) and well poured shots of eeeeeeeeeee.  Comfortable homey environment.  Beats the hell outta fourbucks.  I'm a fan!",positive,1
